Error code,Message,Description
0x80D02002,TIME_OUT_ERROR,The operation timed out. Ensure the host has access to Microsoft download URLs. This can also be potentially caused by issues with system components. Please run DISM and SFC on the host and reboot.
0X8007000D,ERROR_INVALID_DATA,Indicates data that isn't valid was downloaded or corruption occurred. Attempt to redownload the update and start installation.
0x8024A10A,USO_E_SERVICE_SHUTTING_DOWN,Indicates that the Windows Update Service is shutting down. This error can occur after a long period of time of inactivity. The system fails to respond, leading to the service being idle and causing the service to shut down. Ensure that the system remains active and the connections remain established to complete the installation.
0x80246017,WU_E_DM_UNAUTHORIZED_LOCAL_USER,The download failed because the local user was denied authorization to download the content. Ensure that the user attempting to download and install updates has been provided with sufficient privileges to install updates (Local Administrator).
0x8024000B,WU_E_CALL_CANCELLED,The operation was canceled by the user or service. You might also receive this error when we're unable to filter the results.
0x800F0821,CBS_E_ABORT,A servicing operation is taking a long time to complete. The servicing stack watchdog timer expires. Extending the timeout will mitigate the issue. Increase the resources on the device. If a virtual machine, increase virtual CPU and memory to speed up operations. Make sure the device has installed the update in KB4493473 or later.
0x800F0825,CBS_E_CANNOT_UNINSTALL,Typically this error is due component store corruption caused when a component is in a partially installed state. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x800F0920,CBS_E_HANG_DETECTED,Subsequent error logged after getting 0x800f0821.
0x800F081F,CBS_E_SOURCE_MISSING,Component Store corruption. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x800F0831,CBS_E_STORE_CORRUPTION,Component Store corruption. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x80070005,E_ACCESSDENIED,File system or registry key permissions have been changed and the servicing stack doesn't have the required level of access. Check CBS log at %Windir%\logs\CBS\CBS.log.
0x80070570,ERROR_FILE_CORRUPT,Component Store corruption. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x80070003,ERROR_PATH_NOT_FOUND,The servicing stack can't access a specific path. Check CBS log at %Windir%\logs\CBS\CBS.log.
0x80070020,ERROR_SHARING_VIOLATION,Numerous causes. CBS log analysis required. Reported as caused by non-Microsoft filter drivers on the host.
0x80073701,ERROR_SXS_ASSEMBLY_MISSING,Component Store corruption. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x8007371B,ERROR_SXS_TRANSACTION_CLOSURE_INCOMPLETE,Component Store corruption. Please run the following commands on the host and reboot before reattempting the patch: Dism.exe /Online /Cleanup-Image /Restorehealth. Sfc.exe /Scannow
0x80072F8F,WININET_E_DECODING_FAILED,TLS 1.2 isn't configured correctly on the client.
0x80072EE2,WININET_E_TIMEOUT,Unable to scan for updates due to a connectivity issue to Windows Update, Configuration Manager, or WSUS.
0x8024401B,WU_E_PT_HTTP_STATUS_PROXY_AUTH_REQ,Unable to authenticate through a proxy server. Either the Winhttp proxy or WinInet proxy settings aren't configured correctly. Please check proxy status with "netsh winhttp show proxy"
0x80244022,WU_E_PT_HTTP_STATUS_SERVICE_UNAVAILABLE,Unable to connect to the configured update source. Same as HTTP status 503 - the service is temporarily overloaded.
0x80070490,ERROR_NOT_FOUND,This error occurs during driver installation as part of the update. Please follow steps at the following url: https://learn.microsoft.com/en-us/troubleshoot/windows-client/installing-updates-features-roles/common-windows-update-errors#0x80070490
0x800F0922,CBS_E_INSTALLERS_FAILED,The July cumulative update failed to be installed on Windows Server 2016. In the CBS.log, you may find that updates sometimes roll back when License and Product key tokens fail to be updated. This issue can be resolved by adding write permissions for the "User" and "Network Service" accounts to the C:\Windows\System32\spp\ folder.
0x80070BC9,ERROR_FAIL_REBOOT_REQUIRED,The TrustedInstaller service startup type is set to "Manual" by Group Policy (GPO), which prevented it from starting to complete pending operations. Further troubleshooting steps can be found here: https://learn.microsoft.com/en-us/troubleshoot/windows-client/installing-updates-features-roles/common-windows-update-errors#0x80070bc9-1
0x800706BE,Failed to install cumulative updates,The last cumulative update failed to install and was corrupted. To resolve this issue navigate to the registry key for the corrupted update package. Change the "current state" value to 000020 hex (32 dec) - resolved or 000040 hex (64 dec) - staged or 000070 hex (112 dec) - installed.
